,Message,Tweet Favorite Count,Retweet Count,Created At,Username,Likes,Location
978,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-20 00:25:35,dira,1022,"Johore, Malaysia"
979,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-20 00:25:15,del,50297,"Kuching, Sarawak"
980,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-20 00:25:13,mochi,1387,
981,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-20 00:24:18,Nutdia,5284,
982,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-20 00:23:38,K 'Amirin,319,Johor Bahru
983,"@chowkonyeow Is NOT haze, stop mislead the folks by using this beautified term. This is  carcinogenic toxicity smoke. Asap bukan Jerebu!",1,0,2019-09-20 00:19:38,Angelynn T,540,
984,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-20 00:18:25,ugly me,2381,
985,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-20 00:17:51,Its Natasha Zeck,4369,"Paris, France"
986,"RT @ezry_a_rahman: Kuala Lumpur, when there's no haze #hazemalaysia #Jerebu #sampaibila https://t.co/BQvvZfweI5",0,1119,2019-09-20 00:15:37,Tengs,15953,"Kedah, Malaysia"
987,"RT @ezry_a_rahman: Kuala Lumpur, when there's no haze #hazemalaysia #Jerebu #sampaibila https://t.co/BQvvZfweI5",0,1119,2019-09-20 00:14:43,Rotxng,86,"Johor Bahru, Johor"
988,Morning #malaysia day 10 observation of API showing unhealthy frm nearest monitoring st #putrajaya &amp; AQI adopted fr… https://t.co/SPuzEuqbNg,0,0,2019-09-20 00:14:01,"Eliani Ezani, PhD.",1034,Kuala Lumpur
989,"RT @ezry_a_rahman: Kuala Lumpur, when there's no haze #hazemalaysia #Jerebu #sampaibila https://t.co/BQvvZfweI5",0,1119,2019-09-20 00:10:02,Otis,13770,Hujan
990,"RT @ezry_a_rahman: Kuala Lumpur, when there's no haze #hazemalaysia #Jerebu #sampaibila https://t.co/BQvvZfweI5",0,1119,2019-09-20 00:09:21,Lonely,31640,Myself ♥️
991,"RT @ezry_a_rahman: Kuala Lumpur, when there's no haze #hazemalaysia #Jerebu #sampaibila https://t.co/BQvvZfweI5",0,1119,2019-09-20 00:09:00,موس,23444,Pochinki
992,"RT @athirafathiyah: Morning peeps, the air in Kuala Lumpur is very much dirty. Current air quality reading in Kuala Lumpur #haze #hazemalay…",0,1,2019-09-20 00:08:48,Joanne Chooi,31,Kuala Lumpur
993,"RT @ezry_a_rahman: Kuala Lumpur, when there's no haze #hazemalaysia #Jerebu #sampaibila https://t.co/BQvvZfweI5",0,1119,2019-09-20 00:06:50,𝒶𝒹𝓁𝒾𝓃𝒶,8914,
994,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-20 00:03:51,luke,7331,uthm pagoh
995,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-20 00:02:46,frh♡,1802,
996,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 23:58:49,Fallon,10611,Ampang
997,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 23:56:38,ikans,653,
998,"RT @jannahknayni: Latest update from UPSI Tg.Malim. 
#Jerebu #haze https://t.co/5e67dwbrAg",0,33,2019-09-19 23:53:52,Kookie,2806,
999,"RT @HdinHafizuddin: Malaysian: Asap kabut, tolonggg tolonggg jerebu!! Haze haze, pity our children, kids and older peoples. No air! No air!…",0,332,2019-09-19 23:51:33,ㅗ,74173,
1000,"RT @HdinHafizuddin: Malaysian: Asap kabut, tolonggg tolonggg jerebu!! Haze haze, pity our children, kids and older peoples. No air! No air!…",0,332,2019-09-19 23:50:50,azizul big brainnnnn,1612,Malaysia
1001,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 23:50:45,M.S.I,1667,
1002,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 23:46:30,WingardumLeviosa,6426,
1003,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 23:45:34,IRFAN,1017,"Sibu, Sarawak"
1004,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 23:43:54,ش🍓,204,
1005,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 23:40:05,Buttercup,235,
1006,RT @ruffkonkrit: 3 weeks apart. KL is choking. #haze #hazemalaysia #IndonesiaForestFireCrisis #jerebu #kl #kualalumpur #malaysia @yeobeeyin…,0,5,2019-09-19 23:38:31,Haze Malaysia,666,Malaysia
1007,"RT @ezry_a_rahman: Kuala Lumpur, when there's no haze #hazemalaysia #Jerebu #sampaibila https://t.co/BQvvZfweI5",0,1119,2019-09-19 23:38:14,Kajim Sharibi,12829,IIUM
1008,"Indonesia has ravaged around 800,000 acres of their tropical forest this year(which btw holds 10% of the world's sp… https://t.co/qbZLmimypK",6,1,2019-09-19 23:37:49,barely 5 foot,16,
1009,"How we actually got jerebu? ' it's a beautiful world, we're looking for something dumb to do. Hey baby, I think I w… https://t.co/cbMRiW3VZY",0,0,2019-09-19 23:34:48,Iqqun,4269,
1010,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 23:34:40,Team Heeladina 🌻,1418,Malaysia
1011,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 23:30:15,dunno,1059,Malaysia
1012,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 23:29:38,힞랗,8826,"Busan, Republic of Korea"
1013,"RT @ezry_a_rahman: Kuala Lumpur, when there's no haze #hazemalaysia #Jerebu #sampaibila https://t.co/BQvvZfweI5",0,1119,2019-09-19 23:26:43,syaaaaffff,39631,
1014,Road to 4k today lets get it gayss go follow Shin Junseop aka best boy aka visual king aka best rapper aka rookie a… https://t.co/ReZ90JFFnc,2,0,2019-09-19 23:25:33,♥SHIN JUNSEOP 바보☺️♥,1849,
1015,"RT @ezry_a_rahman: Kuala Lumpur, when there's no haze #hazemalaysia #Jerebu #sampaibila https://t.co/BQvvZfweI5",0,1119,2019-09-19 23:24:23,Atasha 🇲🇾,790,MY
1016,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 23:24:02,aiz,668,
1017,"Morning peeps, the air in Kuala Lumpur is very much dirty. Current air quality reading in Kuala Lumpur #haze… https://t.co/afeEevs14R",2,1,2019-09-19 23:17:57,nur athira,14,Ampang 
1018,3 weeks apart. KL is choking. #haze #hazemalaysia #IndonesiaForestFireCrisis #jerebu #kl #kualalumpur #malaysia… https://t.co/SfmJrpEbvd,7,5,2019-09-19 23:15:23,Sufian Abdullah,44,
1019,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 23:08:42,🕊,4944,Malaysia
1020,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 23:02:32,asyraf,15354,43300
1021,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 22:49:38,Adam Haiqal Rusli,2191,"Shah Alam, Selangor"
1022,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 22:47:26,Ashraf Huzairie,2720,
1023,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 22:46:45,tae,1144,"Amsterdam, NY"
1024,"RT @ezry_a_rahman: Kuala Lumpur, when there's no haze #hazemalaysia #Jerebu #sampaibila https://t.co/BQvvZfweI5",0,1119,2019-09-19 22:34:22,pororo🐧,4076,kuala loco
1025,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 22:33:58,pororo🐧,4076,kuala loco
1026,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 22:32:51,bed,1325,Malaysia
1027,"RT @evvvvvvvvvvvv: The poem I learnt back in school years ago. Timely. 

😭

#haze
#suffocated
#jerebu

Credit: https://t.co/4YNrhpnN5b http…",0,4,2019-09-19 22:31:17,fähmy,1264,Kuala Lumpur Federal Territory
1028,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 22:10:26,♡ Mizah ♡,3067,Brunei
1029,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 22:08:01,anis,10503,"Nilai, Negeri Sembilan"
1030,"RT @ezry_a_rahman: Kuala Lumpur, when there's no haze #hazemalaysia #Jerebu #sampaibila https://t.co/BQvvZfweI5",0,1119,2019-09-19 21:47:19,Wåàáăâāãän,63398,Bumi 
1031,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 21:43:59,M.syafiq Affendy,10832,balakong
1032,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 21:32:12,🍪,3961,Hazrin 💓🐒
1033,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 21:29:11,Farah 💛,20208,
1034,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 20:43:29,.,72231,
1035,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 20:24:12,🔞,2174,shit
1036,"RT @ezry_a_rahman: Kuala Lumpur, when there's no haze #hazemalaysia #Jerebu #sampaibila https://t.co/BQvvZfweI5",0,1119,2019-09-19 20:13:41,"𝐟𝐚𝐢𝐫𝐲 𝐟𝐚𝐢𝐫𝐲, 👼🏻",2480,
1037,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 20:09:52,mengg,6666,station 18
1038,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 20:06:48,Badrul Aiman,3682,New Zealand
1039,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 20:03:55,🍀#CNS_한나_Flower Path🌹,4679,
1040,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 20:01:16,kiwi.,1934,
1041,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 19:47:24,Crab Curry,2167,"Cheras, Selangor"
1042,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 19:41:19,blqck supermqn,5337,Malaysia
1043,"RT @ezry_a_rahman: Kuala Lumpur, when there's no haze #hazemalaysia #Jerebu #sampaibila https://t.co/BQvvZfweI5",0,1119,2019-09-19 19:40:08,hudadë,72316,
1044,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 19:37:31,lephunterz.,6926,outta nowhere
1045,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 19:29:36,Asyh,1963,
1046,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 19:28:32,Firaaz Al - Hisyari,75,
1047,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 19:14:46,ناجه,7104,
1048,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 19:04:10,رِنّدُوّ,5426,cari sendiri 
1049,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 18:59:55,ₘᵢₒₛ,844,Kenyir Lake
1050,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 18:59:53,Naka,13336,Hell
1051,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 18:59:25,و ر g ي,16096,Ig: hilmiharoon
1052,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 18:38:19,Iskndr,5181,Old trafford
1053,"RT @ezry_a_rahman: Kuala Lumpur, when there's no haze #hazemalaysia #Jerebu #sampaibila https://t.co/BQvvZfweI5",0,1119,2019-09-19 18:36:49,stxrs,1903,
1054,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 18:29:05,adam,14167,"Kuantan, Pahang"
1055,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 18:25:01,typoy okonma,16575,"ipoh,perak"
1056,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 18:24:06,عامشرديلريي,12702,Makkah
1057,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 18:22:33,محمد صراط المستقيم,12693,UNI10
1058,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 18:19:14,Yeddoo,1329,Malaysia
1059,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 18:17:25,moonchild.,23319,Daydreaming
1060,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 18:14:27,💫,73,
1061,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 18:14:18,Mia,9795,"Kuching, Sarawak"
1062,"RT @ezry_a_rahman: Kuala Lumpur, when there's no haze #hazemalaysia #Jerebu #sampaibila https://t.co/BQvvZfweI5",0,1119,2019-09-19 18:12:15,tirah,19196,"Malacca, Malaysia"
1063,"RT @ezry_a_rahman: Kuala Lumpur, when there's no haze #hazemalaysia #Jerebu #sampaibila https://t.co/BQvvZfweI5",0,1119,2019-09-19 18:09:50,DrewLim Aftermath Hazy Effects,18942,
1064,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 18:08:15,wa,12534,
1065,"RT @ezry_a_rahman: Kuala Lumpur, when there's no haze #hazemalaysia #Jerebu #sampaibila https://t.co/BQvvZfweI5",0,1119,2019-09-19 18:08:03,man mel,2167,"Kuala Lumpur Federal Territory, Malaysia"
1066,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 18:06:53,🧚🏻‍♀️,4263,Malaysia
1067,"RT @ezry_a_rahman: Kuala Lumpur, when there's no haze #hazemalaysia #Jerebu #sampaibila https://t.co/BQvvZfweI5",0,1119,2019-09-19 18:06:31,Dean,4568,Kuala Lumpur
1068,"RT @achickenperson: Dear Indonesia, instead of moving your capital city, might as well just move your whole country to elsewhere, far far a…",0,130,2019-09-19 18:03:56,Steve Rogers.,14660,Brooklyn
1069,"RT @ezry_a_rahman: Kuala Lumpur, when there's no haze #hazemalaysia #Jerebu #sampaibila https://t.co/BQvvZfweI5",0,1119,2019-09-19 18:03:04,Donnn,4894,
1070,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 18:01:41,𝒿,97,
1071,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 17:55:26,symm,6564,
1072,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 17:53:36,yum,59624,
1073,"RT @ezry_a_rahman: Kuala Lumpur, when there's no haze #hazemalaysia #Jerebu #sampaibila https://t.co/BQvvZfweI5",0,1119,2019-09-19 17:53:18,Fly Daddy,3471,KUL - MKZ - KUL
1074,"RT @ezry_a_rahman: Kuala Lumpur, when there's no haze #hazemalaysia #Jerebu #sampaibila https://t.co/BQvvZfweI5",0,1119,2019-09-19 17:53:05,VKIMSHVH,1831,Kuala Lumpur 
1075,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 17:53:00,Joy,146,
1076,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 17:51:05,sye,13360,
1077,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 17:50:40,Kiyaaaaa Mei Ling,333,Malaysia
1078,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 17:47:48,NQA,8313,"Kedah, Malaysia"
1079,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 17:47:31,Anis,1320,ig; anismnmn
1080,"RT @ezry_a_rahman: Kuala Lumpur, when there's no haze #hazemalaysia #Jerebu #sampaibila https://t.co/BQvvZfweI5",0,1119,2019-09-19 17:47:22,aishmerman,4479,Malaysia
1081,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 17:47:00,👋🏻,12465,
1082,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 17:45:25,nut🌰,3742,Malaysia
1083,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 17:44:44,bun,5520,bolehland
1084,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 17:44:13,🦁_ShmiPipi,13762,Malaysia
1085,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 17:44:01,fatin,1457,"Perak, Malaysia"
1086,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 17:41:28,Qué pasa,19925,Malaysia
1087,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 17:40:58,farah,18504,
1088,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 17:39:48,wan.,77,"Jitra, Kedah"
1089,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 17:39:33,Vorschit,286,Kuala Lumpur
1090,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 17:38:04,aQue pEnaDw🤟,13466,
1091,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 17:37:15,syaf 🍑,66529,multi-fandom 🍒
1092,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 17:35:34,Azielahaneem Idris,5098,"Kuala Lumpur, Malaysia"
1093,RT @mysabahan: Find out what we need to do when the Air Pollution Index (API) in your area gets worse. Always take precautions especially a…,0,110,2019-09-19 17:35:11,Kohila K D,85,"Kuala Lumpur, Malaysia"
1094,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 17:34:33,🐺,13364,
1095,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 17:34:07,yourlady,66570,Malaysia
1096,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 17:31:51,😋,47859,
1097,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 17:31:21,madd,119,
1098,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 17:30:17,henlo,179,Malaysia
1099,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 17:29:44,cinderenna 💫,191,
1100,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 17:27:13,hamizah,2437,
1101,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 17:26:57,isnin ramadhan,598,"Johore, Malaysia"
1102,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 17:25:23,amirul zafri,3818,
1103,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 17:25:00,🌙✨,26319,
1104,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 17:24:17,fatinz,1155,
1105,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 17:22:23,RQ,1365,
1106,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 17:19:54,ahi,5731,"Selangor, Malaysia"
1107,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 17:19:51,Anna,24521,"Alor Star, Kedah"
1108,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 17:19:10,Arechuck,8405,
1109,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 17:18:28,minari 🐧,16912,Kuala Lumpur
1110,"RT @ezry_a_rahman: Kuala Lumpur, when there's no haze #hazemalaysia #Jerebu #sampaibila https://t.co/BQvvZfweI5",0,1119,2019-09-19 17:17:33,🌸,2276,
1111,"RT @ezry_a_rahman: Kuala Lumpur, when there's no haze #hazemalaysia #Jerebu #sampaibila https://t.co/BQvvZfweI5",0,1119,2019-09-19 17:16:31,nrsyhrh,1064,Malaysia
1112,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 17:15:35,ㅗ,74173,
1113,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 17:15:25,장만월,78219,"Puchong, Selangor"
1114,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 17:14:30,🌙,5975,
1115,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 17:14:16,ʟɪᴍɪᴛᴇᴅ,823,║█║▌║█║▌█║
1116,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-19 17:13:30,RashidRashman,3087,
