,Message,Tweet Favorite Count,Retweet Count,Created At,Username,Likes,Location
555,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-21 09:11:35,jayyy,5598,"Kelantan, Malaysia"
556,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-21 08:56:53,𝔻𝕒𝕟𝕚𝕒𝕝 𝔽𝕒𝕚𝕫,24136,
557,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-21 08:42:23,zie,6924,
558,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-21 08:29:10,-,81,Malaysia
559,"HOW Precise/ Accurate Are The: 
Air Quality Index (AQI) 
&amp;
Air Pollution Index (API)... 

Visually, the conditions… https://t.co/mFwx3nEdhr",0,0,2019-09-21 08:01:16,Chap Krodit,566,"Whorecester, England."
560,how come yall can still go out dengan haze macamni. i rather stay at home drpd hirup asap jerebu. u gonna be sick :(,0,0,2019-09-21 07:21:22,cinnamon roll,1988,
561,Current API reading for #KualaLumpur is 157 (unhealthy). #Haze #Jerebu #HazeMalaysia 😷😷😷 https://t.co/neUKRnVeqk,2,0,2019-09-21 07:17:58,Nina Fansuri,7,"Kuala Lumpur, Malaysia"
562,"im so worried for my family, friends in Ampang 😭😭 teruk gila jerebu kat sana, haze please go away",2,0,2019-09-21 06:57:00,𝕗𝕪 ✿,10304,TPH - KUL 
563,I think the haze is getting lost after rain heavly ysterday but what can I see today the sky pun nampak makin keruh… https://t.co/xLOCHLNcOe,0,0,2019-09-21 06:51:07,jyea,1711,Pune Chuck Alóe
564,"Remember, we’re dealing with different stuff now. We’re inhaling an unseen entities, which is more severe than what… https://t.co/5Cc0G7RsTA",0,0,2019-09-21 06:44:43,"Eliani Ezani, PhD.",1034,Kuala Lumpur
565,"Health Ministry: #Haze causing a spike in respiratory diseases | #Jerebu #HazeMalaysia #News (cr malaymail)
https://t.co/S90vLWFIYu",0,0,2019-09-21 06:34:59,Nina Fansuri,7,"Kuala Lumpur, Malaysia"
566,"API readings in #Sarawak record slight drop, #SriAman no longer in hazardous level | #Haze #Jerebu #HazeMalaysia… https://t.co/djLBFTZTgM",0,0,2019-09-21 06:33:34,Nina Fansuri,7,"Kuala Lumpur, Malaysia"
567,"#Haze eases, but air quality in #KlangValley, #Sarawak still 'unhealthy' | #Jerebu #HazeMalaysia #News (cr nst)
https://t.co/Qqtp0uuWoK",0,0,2019-09-21 06:30:57,Nina Fansuri,7,"Kuala Lumpur, Malaysia"
568,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-21 06:25:55,Azfarezot.Inc,82,
569,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-21 06:18:04,Uchiha Madara 🔥,7000,"Petaling Jaya, Selangor"
570,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-21 06:11:51,syu,46642,Malaysia
571,"RT @ezry_a_rahman: Kuala Lumpur, when there's no haze #hazemalaysia #Jerebu #sampaibila https://t.co/BQvvZfweI5",0,1119,2019-09-21 06:06:24,ه,30190,Malaysia
572,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-21 05:57:31,نبيلا نجوا 👩🏻‍🎓,22790,Malaysia
573,"#Haze is coming back to Hulu Selangor, from #Serendah to Batang Kali. Like a transparent blanket, fuelled with heat… https://t.co/mAVGLKfMfP",0,0,2019-09-21 05:54:22,Shahrill Ramli,11,"Serendah,  Malaysia"
574,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-21 05:50:03,Wan-Berbisa,2949,
575,"RT @faiqaforsure: Jerebu boleh affect tourism, affect our health. Nothing is good about haze",0,1,2019-09-21 05:40:49,قٍ,39159,
576,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-21 05:34:22,宮脇咲良,42457,SAC
577,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-21 05:32:39,a person,2434,
578,"Jerebu boleh affect tourism, affect our health. Nothing is good about haze",1,1,2019-09-21 05:30:20,Faiqa,75680,IIUM
579,"RT @ezry_a_rahman: Kuala Lumpur, when there's no haze #hazemalaysia #Jerebu #sampaibila https://t.co/BQvvZfweI5",0,1119,2019-09-21 05:29:41,Pavithraa,122,
580,Teruknya jerebu. Just open the sliding door and can smell the haze. 😩😩😩😩,0,0,2019-09-21 05:20:03,Izan Rahman,671,"Ampang,Selangor"
581,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-21 04:56:47,hanis,6326,"Dubai, United Arab Emirates"
582,Guys air quality in Kuala Lumpur worsened. Do wear your mask. #haze #hazemalaysia #jerebu kl #kualalumpur #Malaysia… https://t.co/QrPeN5YKJf,1,0,2019-09-21 04:35:06,nur athira,14,Ampang 
583,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-21 04:27:48,Hudaaaa,11863,ALLAH ♥
584,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-21 04:21:05,عيني,30597,Penang. 
585,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-21 03:36:51,🍟,338,Atlantis
586,Whatahell  #indonesia the smell of the smoke just like the fires are from my backyard #haze #jerebu,0,1,2019-09-21 03:27:10,adrinaleya,124,
587,Depressed because of this haze as outdoor activities comes to a halt. When is it going away? #haze #Jerebu,0,0,2019-09-21 03:14:51,Syed M Zhafri,1347,Kuala Lumpur Federal Territory
588,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-21 02:45:20,ńuń,45159,Allah
589,"RT @mijjemije: Salam jerebu 407..@chedetofficial  how's it feel suffocating in Sarawak
Who's our PM during haze in 1997? #800api",0,12,2019-09-21 02:30:19,A P,11596,"Kuching, Sarawak"
590,"RT @HdinHafizuddin: Malaysian: Asap kabut, tolonggg tolonggg jerebu!! Haze haze, pity our children, kids and older peoples. No air! No air!…",0,332,2019-09-21 02:03:02,fiz,886,"Penang, Malaysia"
591,#familyandfriendsgathering #Malaysia #jerebu #haze #rtmmobile my 1st tweet July 2015-Y Malaysian Anti-Corruption Co… https://t.co/QaEFjVHKNk,0,0,2019-09-21 01:44:43,merits collectors,0,
592,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-21 01:40:31,Shieda 🌼 Belle,486,"Tanjong Karang, Selangor"
593,"@ervynnacbandong dont worry na,i mkn before i took my ubat and sleep last night hehehehe♥️me coughing sebab jerebu😷… https://t.co/hv1gmka6b8",1,0,2019-09-21 01:27:04,𝒔𝒂𝒓𝒂𝒉 𝒋𝒂𝒔𝒎𝒊𝒏𝒆,87830,damn sara • utp • swk
594,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-21 01:04:52,wafito,1564,"Batu Pahat, Johor"
595,"Our air is currently polluted by haze. Please stay healthy.

#senangpay #senangpaycare #haze #jerebu https://t.co/GZiblIIVd0",0,0,2019-09-21 01:00:41,senangPay,0,Malaysia
596,"Journey to the Sin City, 
Hello F1, Hello Red Hot Chili Peppers 😷😎
#saikopartner #saikopartnergoessingapore… https://t.co/ChoRHcdSVS",0,0,2019-09-21 00:58:46,liana,29,KL
597,RT @elianiezani: Morning #malaysia day 11 of #haze #jerebu Flow observation frm #sierra16 &amp; nearest monitoring st #putrajaya As I mentioned…,0,1,2019-09-21 00:16:13,Haze Malaysia,666,Malaysia
598,Morning #malaysia day 11 of #haze #jerebu Flow observation frm #sierra16 &amp; nearest monitoring st #putrajaya As I me… https://t.co/iYUexHRKrA,4,1,2019-09-21 00:13:18,"Eliani Ezani, PhD.",1034,Kuala Lumpur
599,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-21 00:03:07,Sᴏғɪʏᴀ 🌙,3727,Malaysia
600,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-20 23:57:47,SYAHEER™,614,Johor Darul Takzim
601,"RT @TheChekMad: The haze is not getting any better.. 😤

#Jerebu #HazeMalaysia #ThanksIndonesia #AnnualHaze https://t.co/4mqVoFe9A0",0,126,2019-09-20 23:43:25,Aroofa,9323,"Kuala Lumpur, Malaysia"
602,Saying “musim jerebu” normalises haze.. It isn’t a season 😷,13,5,2019-09-20 23:26:47,Ayyub K,2372,Brunei
603,"wearing Altern 8 N95 neon respirator mask during haze weather @WeAreAltern8
Full On.. Mask Hysteria‼️⁉️‼️ ✊😷 #rave… https://t.co/h9PuNVI3lq",19,6,2019-09-20 19:20:39,𝕬𝖓𝖈𝖎𝖊𝖓𝖙 𝕸𝖊𝖒𝖔𝖗𝖎𝖊𝖘 (𝕾𝖐𝖗𝖊𝖆𝖒𝖎𝖝),3013,Rise of Kingdoms 🦇
604,"RT @ezry_a_rahman: Kuala Lumpur, when there's no haze #hazemalaysia #Jerebu #sampaibila https://t.co/BQvvZfweI5",0,1119,2019-09-20 19:04:48,(◡‿◡✿)♡,5308,
605,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-20 18:50:29,🌻🍁,1549,"Kuala Kangsar, Perak"
606,"My 4 yo &amp; I #Chat on random topics &amp; she loves recording our conversations. Today’s #HotTopic- #Haze. 
She says, “I… https://t.co/uhJg3rxCg9",0,0,2019-09-20 18:08:26,Rayganesh,215,"Kuala Lumpur, Malaysia"
607,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-20 18:06:46,yikes,176174,hogwarts 
608,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-20 18:04:09,RasyiqahMydin,7425,
609,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-20 17:59:04,moongirl,6952,"Selangor, Malaysia"
610,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-20 17:53:19,nïsa,17699,
611,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-20 17:49:23,زاريفا,65607,💓💖💗
612,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-20 17:44:28,شهدا,16473,
613,"RT @ezry_a_rahman: Kuala Lumpur, when there's no haze #hazemalaysia #Jerebu #sampaibila https://t.co/BQvvZfweI5",0,1119,2019-09-20 17:37:37,Aʀᴍᴀɴi,133,
614,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-20 17:32:36,🎃,2565,Canada
615,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-20 17:30:15,Erzott✨,2300,"Telok Panglima Garang, Selango"
616,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-20 17:28:35,faré,31317,clouds ☁
617,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-20 17:27:41,nzi,5367,
618,"RT @ezry_a_rahman: Kuala Lumpur, when there's no haze #hazemalaysia #Jerebu #sampaibila https://t.co/BQvvZfweI5",0,1119,2019-09-20 17:27:09,qila✨,57919,The World
619,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-20 17:22:15,Jai,94184,"Pasir Gudang, Johor"
620,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-20 17:20:21,Elias,8236,from malaysia with love
621,"@winartowillyam hi, check out video saya https://t.co/BxsqTnxBoW 

Weathering with you versi jerebu/haze from Malaysia :)",0,0,2019-09-20 17:19:26,yuna20042004,11,Malaysia
622,RT @TypicalMsian: How are we supposed to go to class or work if we can’t even see them? #haze #jerebu,0,423,2019-09-20 17:04:01,💫💛🌼,191,
623,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-20 16:53:18,Stella 🌠,9277,
624,"RT @TheChekMad: The haze is not getting any better.. 😤

#Jerebu #HazeMalaysia #ThanksIndonesia #AnnualHaze https://t.co/4mqVoFe9A0",0,126,2019-09-20 16:44:47,Roselyne R. Victor,10225,"Selangor, Malaysia"
625,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-20 16:39:11,azizull,1957,
626,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-20 16:37:22,☆ aliyah ameera ☆,1227,
627,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-20 16:35:02,SIHSB,8015,BWN-SOTON
628,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-20 16:30:12,لايلا نق ماتي,14621,ocean
629,RT @itsclrkhns: I admit jerebu terok in Miri was from Kuala Baram because it happened right here in Miri. But the thick haze that blanketed…,0,25,2019-09-20 16:29:30,Nis.,4034,AOR 🔰
630,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-20 16:23:37,𝐚𝐭𝐡𝐢𝐫𝐚🧸,3453,
631,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-20 16:20:19,👁‍🗨M.A.R.👁‍🗨,6704,
632,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-20 16:19:54,ㄱㅅㅇ,56745,
633,"There is no good at all about haze, it gives us bad effect at our health, economy, work, productive etc Semoga Alla… https://t.co/2M9uyFVqoo",1,0,2019-09-20 16:15:15,dendeng,24267,
634,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-20 16:14:11,zim🗿,19097,
635,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-20 16:13:20,WafiNoho,4783,"Muar,Johor"
636,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-20 16:08:23,imiiii,36,Malaysia
637,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-20 15:59:14,bale.,5225,"Johor Bahru, Johor"
638,"RT @ezry_a_rahman: Kuala Lumpur, when there's no haze #hazemalaysia #Jerebu #sampaibila https://t.co/BQvvZfweI5",0,1119,2019-09-20 15:58:48,shafiqah,716,
639,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-20 15:55:56,Tαмασ,1973,Malaysia
640,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-20 15:53:19,izaesce ˎˊ-,20012,earth but i hate my own kind
641,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-20 15:46:14,fadil,33712,"Sabah, Malaysia"
642,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-20 15:43:50,👸 Nur Syazwani,17935,malaysia
643,"RT @KineproMalaysia: Stay safe everyone😉

#officialkinepro #officialkinepromalaysia #kinesiotaping #kinesiotape #kinesiotapingmethod #cktt…",0,1,2019-09-20 15:42:44,Zulhilmi Zaaba,224,
644,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-20 15:25:06,لوك,964,Atas Tanah Nusantara
645,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-20 15:04:41,shak,227,where
646,@pastythetic Never did I say this jerebu or any jerebu in the world is Ad Dukhan...I'm just saying Ad Dukhan is a T… https://t.co/DtHw7pKzgk,0,0,2019-09-20 15:01:13,Zai,344,The FBI person spying me knows
647,Hopefully haze decrease day by day..kesian baby sakit2 time jerebu ni..nak sedut phlegm pon rasa bersalah,4,0,2019-09-20 14:56:02,𝓜𝓻𝓼 𝓚𝓲𝓶𝓙𝓮𝓸𝓷,12362,Mingyu’s kitchen🌬
648,"@LetsSmileAlways I think i got that feeling too when i first went to uni 🤔 and ya, i saw the news. Bruh why are yal… https://t.co/A04yxFWxko",0,0,2019-09-20 14:54:49,✧Suzæ✧,25053,Borneo
649,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-20 14:50:27,dad,2468,
650,"RT @ezry_a_rahman: Kuala Lumpur, when there's no haze #hazemalaysia #Jerebu #sampaibila https://t.co/BQvvZfweI5",0,1119,2019-09-20 14:45:44,ㅇㅅㅇ,40017,
651,"RT @ezry_a_rahman: Kuala Lumpur, when there's no haze #hazemalaysia #Jerebu #sampaibila https://t.co/BQvvZfweI5",0,1119,2019-09-20 14:44:54,far,10443,M Y
652,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-20 14:40:48,🌞,926,
653,"RT @ezry_a_rahman: Kuala Lumpur, when there's no haze #hazemalaysia #Jerebu #sampaibila https://t.co/BQvvZfweI5",0,1119,2019-09-20 14:40:20,أيمان شافيق,12735,Rembau
654,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-20 14:37:52,Nis☜,0,
655,"RT @mijjemije: Salam jerebu 407..@chedetofficial  how's it feel suffocating in Sarawak
Who's our PM during haze in 1997? #800api",0,12,2019-09-20 14:36:53,Aleeta,10215,
656,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-20 14:35:36,𝖎𝖖𝖇𝖆𝖑,5620,Brunei
657,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-20 14:33:47,syasya,41725,
658,"RT @ezry_a_rahman: Kuala Lumpur, when there's no haze #hazemalaysia #Jerebu #sampaibila https://t.co/BQvvZfweI5",0,1119,2019-09-20 14:32:38,winterbliss.,47258,Malaysia
659,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-20 14:32:25,hariyangindah,11006,
660,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-20 14:29:44,lee,19287,Malaysia
661,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-20 14:25:35,عبد الرزق قاوي,2260,Brunei Darussalam
662,"Stay safe everyone😉

#officialkinepro #officialkinepromalaysia #kinesiotaping #kinesiotape #kinesiotapingmethod… https://t.co/z874r9pLpp",0,1,2019-09-20 14:24:25,OFFICIAL KINEPRO MALAYSIA 🇲🇾,18,Malaysia
663,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-20 14:21:28,∞,21749,
664,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-20 14:21:19,شاهير,467,Negaraku♡
665,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-20 14:18:51,seriously ozai,21410,
666,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-20 13:51:12,azriqsufyan⚡️,6169,"North Region, Singapore"
667,RT @ainnie35: Can ppl in Sri Aman use correct mask... #jerebu #SriAman #Haze . https://t.co/dOCK4Z0lc3,0,93,2019-09-20 13:49:07,bbnessa,319,
668,RT @alifahzndn: JUST IN: Ministry of Health has confirmed that Sarawak has seen a rise in haze-related illnesses in recent weeks where API…,0,2,2019-09-20 13:49:02,Zakwan,8048,Malaysia
669,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-20 13:44:48,Q I S T,11914,MLK l PRK
670,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-20 13:42:46,ㅤㅤㅤㅤ ㅤㅤㅤㅤ ㅤㅤㅤㅤ ㅤㅤㅤㅤ ㅤㅤㅤㅤ ㅤㅤㅤㅤ ㅤㅤㅤㅤ ㅤㅤㅤㅤ ㅤㅤmira🐤,2984,IG; __.amirahhz / hunhaniel
671,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-20 13:40:08,ainun,1410,
672,RT @EdwinNurdjajadi: The view Im seeing throughout this #haze #jerebu period...got gd news that next month #October is to be windy &amp; plenty…,0,2,2019-09-20 13:38:42,b l ā k ē®,16637,
673,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-20 13:21:57,naa,8486,"Sandakan, Sabah"
674,"RT @ezry_a_rahman: Kuala Lumpur, when there's no haze #hazemalaysia #Jerebu #sampaibila https://t.co/BQvvZfweI5",0,1119,2019-09-20 13:19:48,Kekin Kurus,3398,"Malacca, Malaysia"
675,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-20 13:15:45,🌚,1712,MLK
676,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-20 13:08:14,Chan,37342,Malaysia
677,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-20 13:06:41,.,2465,
678,"RT @ezry_a_rahman: Kuala Lumpur, when there's no haze #hazemalaysia #Jerebu #sampaibila https://t.co/BQvvZfweI5",0,1119,2019-09-20 13:05:35,murnieeee,10779,"Johore, Malaysia"
679,@Zayn434 @isyrafputra Erm nak selit boleh tk ? Haze is actually an air-borne mixture of pollutants that includes so… https://t.co/eSCfRnttn9,0,0,2019-09-20 13:03:34,داميا ساري,301,
680,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-20 13:03:19,wahidaaa,39345,
681,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-20 13:01:57,love,2185,
682,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-20 12:48:12,دايذيش ماهيندرا,176,Malaysia
683,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-20 12:44:30,",",104921,"Johor Bahru, Johor"
684,JUST IN: Ministry of Health has confirmed that Sarawak has seen a rise in haze-related illnesses in recent weeks wh… https://t.co/5Oij4elhu8,2,2,2019-09-20 12:43:59,Alifah Zainuddin,1052,
685,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-20 12:43:04,✨raudell✨,659,Malaysia
686,"RT @ezry_a_rahman: Kuala Lumpur, when there's no haze #hazemalaysia #Jerebu #sampaibila https://t.co/BQvvZfweI5",0,1119,2019-09-20 12:34:25,zheyah,3988,BKI
687,"RT @ezry_a_rahman: Kuala Lumpur, when there's no haze #hazemalaysia #Jerebu #sampaibila https://t.co/BQvvZfweI5",0,1119,2019-09-20 12:33:43,darl,1647,
688,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-20 12:27:14,FZ,889,
689,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-20 12:19:37,miro,2261,"Trengganu, Malaysia"
690,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-20 12:17:29,neesha✨,82502,
691,RT @NizamiSousuke: It's getting worse here. We can't breath well &amp; we saw something unimaginable behind this haze 😷 #jerebu https://t.co/8L…,0,1859,2019-09-20 12:15:48,christine,22461,Brunei
